Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1822,SC70,RM,60.0,9720,2,1,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3,No,1,0.0,0,0.0,741.0,741.0,GasA,5,Y,SBrkr,780,741,0,1521,0.0,0.0,1,0,4,1,4.0,8,8.0,0,0,Detchd,1950.0,Unf,3.0,640.0,3,3.0,2,0,0,238,0,0,0,0.0,MnPrv,None,0,Sep,2009,WD,Normal,
1823,SC30,C (all),72.0,9392,2,None,4,Lvl,4.0,Corner,3,IDOTRR,Norm,Norm,1Fam,1Story,3,3,1900,1950,Mansard,CompShg,AsbShng,AsbShng,None,0.0,3,2,CBlock,2.0,3,No,1,0.0,0,0.0,245.0,245.0,GasA,3,N,SBrkr,797,0,0,797,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,None,1900.0,None,0.0,0.0,0,0.0,0,0,36,94,0,0,0,0.0,None,None,0,Sep,2009,WD,Abnorml,
1824,SC30,RL,,6615,2,None,4,Lvl,4.0,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,6,6,1923,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3,No,1,0.0,0,0.0,1022.0,1022.0,GasA,3,N,FuseA,1432,0,0,1432,0.0,0.0,1,0,3,1,4.0,6,8.0,1,4,BuiltIn,1923.0,Unf,1.0,216.0,2,3.0,2,266,61,0,0,0,0,0.0,GdWo,None,0,Sep,2009,WD,Normal,
1825,SC70,RL,50.0,4960,2,None,4,Lvl,4.0,Inside,3,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3.0,3,No,1,0.0,0,0.0,297.0,297.0,GasA,5,Y,SBrkr,1001,653,0,1654,0.0,0.0,2,0,3,1,3.0,7,8.0,1,4,Detchd,1955.0,Unf,1.0,336.0,3,3.0,0,244,60,0,0,0,0,0.0,None,None,0,May,2009,WD,Normal,
1826,SC50,RM,60.0,6000,2,None,4,Lvl,4.0,Corner,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1924,1950,Gable,CompShg,Stucco,Stucco,BrkFace,444.0,3,3,BrkTil,3.0,3,No,3,220.0,0,0.0,248.0,468.0,GasA,4,Y,SBrkr,822,320,0,1142,0.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Attchd,1924.0,Fin,1.0,320.0,3,3.0,2,0,0,98,0,0,0,0.0,None,None,0,Jun,2009,WD,Normal,
1827,SC30,RM,51.0,6120,2,None,4,Lvl,4.0,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,5,6,1925,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3,No,1,0.0,0,0.0,960.0,960.0,GasA,4,Y,SBrkr,995,0,0,995,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Detchd,1926.0,Unf,1.0,264.0,3,3.0,2,0,15,51,0,0,0,0.0,MnPrv,None,0,Mar,2009,WD,Abnorml,
1828,SC50,RM,51.0,6120,2,None,4,Lvl,4.0,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,2,No,2,273.0,0,0.0,679.0,952.0,GasA,3,Y,FuseA,994,588,0,1582,0.0,0.0,2,0,3,1,3.0,6,8.0,1,4,Detchd,1938.0,Unf,1.0,250.0,2,3.0,2,189,0,34,150,0,0,0.0,None,None,0,Feb,2009,WD,Normal,
1829,SC30,RM,50.0,8635,2,None,4,Lvl,4.0,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,3.0,3,No,2,134.0,0,0.0,938.0,1072.0,GasA,3,Y,SBrkr,1072,0,0,1072,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Detchd,1982.0,Unf,5.0,1184.0,2,3.0,1,0,0,105,0,0,0,0.0,None,None,0,Aug,2009,WD,Normal,
1830,SC70,RM,57.0,8094,2,1,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,2Story,6,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3,No,1,0.0,0,0.0,1048.0,1048.0,GasA,4,Y,FuseA,1048,720,0,1768,0.0,0.0,2,0,3,1,3.0,8,8.0,0,0,Detchd,1930.0,Unf,2.0,576.0,2,2.0,2,0,0,150,0,0,0,0.0,None,None,0,Jun,2009,WD,Normal,
1831,SC70,RM,68.0,9928,2,1,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3.0,3,No,1,0.0,0,0.0,672.0,672.0,GasA,2,Y,SBrkr,1272,672,0,1944,0.0,0.0,2,0,3,1,3.0,8,6.0,0,0,Detchd,1915.0,Unf,1.0,216.0,3,3.0,0,24,28,0,0,0,0,0.0,None,Shed,400,Jun,2009,WD,Normal,
1832,SC90,RM,50.0,3000,2,1,4,Bnk,4.0,Inside,3,OldTown,Norm,Norm,Duplex,2Story,5,1,1922,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,2,No,1,0.0,0,0.0,1040.0,1040.0,GasA,3,N,SBrkr,1088,1040,0,2128,0.0,0.0,2,0,4,2,3.0,11,2.0,0,0,None,1922.0,None,0.0,0.0,0,0.0,2,0,56,0,0,0,0,0.0,None,None,0,Sep,2009,WD,Abnorml,
1833,SC70,RM,57.0,6876,2,None,4,Lvl,4.0,Inside,3,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,2,No,4,522.0,0,0.0,198.0,720.0,GasA,2,Y,SBrkr,1146,784,0,1930,0.0,0.0,2,0,4,1,3.0,8,8.0,0,0,Attchd,1927.0,Unf,1.0,316.0,3,3.0,2,0,0,213,0,0,0,0.0,MnPrv,None,0,Aug,2009,WD,Normal,
1834,SC70,RM,,5775,2,None,2,Bnk,4.0,Corner,2,OldTown,Feedr,Norm,1Fam,2Story,6,7,1915,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3,No,1,0.0,0,0.0,483.0,483.0,GasA,5,Y,SBrkr,741,686,0,1427,0.0,0.0,1,0,3,1,4.0,7,8.0,0,0,Attchd,1915.0,Unf,1.0,379.0,3,3.0,2,0,24,112,0,0,0,0.0,None,None,0,Feb,2009,WD,Normal,
1835,SC190,RM,41.0,5852,2,None,1,Bnk,4.0,Corner,3,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,5,1902,2000,Gable,CompShg,MetalSd,MetalSd,Stone,188.0,3,2,BrkTil,3.0,2,No,3,169.0,0,0.0,851.0,1020.0,GasA,3,N,FuseF,978,886,0,1864,0.0,0.0,2,1,6,1,3.0,9,8.0,0,0,None,1902.0,None,0.0,0.0,0,0.0,0,0,188,102,0,0,0,0.0,None,None,0,May,2009,WD,Normal,
1836,SC50,RM,60.0,5160,2,None,4,Lvl,4.0,Corner,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,BrkTil,3.0,3,No,1,0.0,0,0.0,1204.0,1204.0,GasA,3,Y,FuseA,1204,462,0,1666,0.0,0.0,1,0,3,1,3.0,4,8.0,0,0,Detchd,1927.0,Unf,1.0,384.0,2,3.0,2,0,0,148,0,0,0,0.0,None,None,0,Aug,2009,WD,Normal,
1837,SC85,RM,86.0,5160,2,1,4,Lvl,4.0,Inside,3,IDOTRR,Norm,Norm,1Fam,SFoyer,4,6,1923,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,4.0,2,2,4,749.0,3,63.0,46.0,858.0,GasA,3,Y,SBrkr,892,0,0,892,1.0,0.0,1,0,1,1,4.0,5,6.0,0,0,None,1923.0,None,0.0,0.0,0,0.0,0,0,0,105,0,160,0,0.0,None,None,0,Jul,2009,COD,Abnorml,
1838,SC190,RM,60.0,10320,2,1,4,Bnk,4.0,Inside,3,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,1915,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3,No,3,276.0,5,262.0,160.0,698.0,GasA,5,Y,FuseF,754,649,0,1403,1.0,0.0,1,1,3,1,3.0,7,8.0,0,0,Detchd,1915.0,Unf,1.0,308.0,3,3.0,2,0,0,288,0,0,0,0.0,None,None,0,Feb,2009,WD,Normal,
1839,SC20,RL,50.0,4280,2,None,3,Lvl,4.0,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,4,9,1946,2001,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,2.0,3,No,1,0.0,0,0.0,560.0,560.0,GasA,5,Y,FuseA,704,0,0,704,0.0,0.0,1,0,2,1,2.0,4,8.0,0,0,CarPort,1946.0,Unf,1.0,220.0,3,3.0,2,0,0,24,0,0,0,0.0,None,None,0,Sep,2009,WD,Normal,
1840,SC90,RL,60.0,10800,2,None,4,Lvl,4.0,Inside,3,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,4.0,4,3,6,1200.0,0,0.0,0.0,1200.0,GasA,3,Y,SBrkr,1200,0,0,1200,0.0,0.0,3,0,3,1,3.0,5,8.0,0,0,None,1987.0,None,0.0,0.0,0,0.0,2,120,0,0,0,0,0,0.0,None,None,0,Mar,2009,WD,Alloca,
1841,SC90,RL,,10547,2,None,3,Lvl,4.0,Inside,3,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,4.0,4,3,6,1152.0,0,0.0,0.0,1152.0,GasA,3,Y,SBrkr,1152,0,0,1152,0.0,0.0,2,0,2,2,3.0,6,8.0,0,0,Detchd,1960.0,Unf,1.0,252.0,3,2.0,0,0,0,0,0,0,0,0.0,None,None,0,Jul,2009,WD,Normal,
1842,SC50,RL,60.0,9780,2,None,4,Lvl,4.0,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3,No,1,0.0,0,0.0,585.0,585.0,GasA,3,N,FuseA,687,425,0,1112,0.0,0.0,2,0,4,1,3.0,6,8.0,0,0,Detchd,1934.0,Unf,1.0,226.0,1,1.0,0,0,0,0,0,0,0,0.0,None,None,0,Mar,2009,WD,Normal,
1843,SC20,RL,75.0,11625,2,None,4,Lvl,4.0,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,172.0,3,3,CBlock,3.0,3,No,4,527.0,0,0.0,525.0,1052.0,GasA,3,Y,SBrkr,1052,0,0,1052,0.0,0.0,1,1,3,1,3.0,6,8.0,1,1,Attchd,1984.0,Fin,1.0,668.0,3,3.0,2,0,215,0,0,0,0,0.0,None,None,0,Apr,2009,WD,Abnorml,
1844,SC85,RL,,8014,2,None,3,Lvl,4.0,CulDSac,3,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,BrkFace,23.0,3,3,CBlock,4.0,3,3,6,456.0,0,0.0,0.0,456.0,GasA,3,Y,SBrkr,1034,0,0,1034,0.0,0.0,1,0,3,1,3.0,5,8.0,1,2,Basment,1978.0,Fin,2.0,504.0,3,3.0,2,0,0,0,0,0,0,0.0,None,None,0,Jun,2009,WD,Normal,
1845,SC80,RL,88.0,15400,2,None,4,Lvl,4.0,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,5,5,1961,1961,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,4,No,1,0.0,0,0.0,552.0,552.0,GasA,3,Y,SBrkr,904,611,259,1774,0.0,0.0,2,0,4,1,3.0,8,8.0,1,3,Attchd,1961.0,Unf,1.0,384.0,3,3.0,2,290,40,0,0,0,0,0.0,None,None,0,Jul,2009,WD,Normal,
1846,SC80,RL,88.0,15312,2,None,4,Lvl,4.0,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54.0,3,3,CBlock,3.0,3,2,4,588.0,0,0.0,550.0,1138.0,GasA,5,Y,SBrkr,1138,0,0,1138,0.0,0.0,1,0,3,1,3.0,6,8.0,1,3,Attchd,1960.0,RFn,2.0,480.0,3,3.0,2,0,0,0,0,140,0,0.0,MnPrv,None,0,Mar,2009,COD,Normal,
1847,SC80,RL,,15584,2,None,4,Lvl,4.0,Inside,3,ClearCr,Norm,Norm,1Fam,SLvl,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,366.0,3,3,CBlock,3.0,3,1,1,0.0,0,0.0,825.0,825.0,GasA,5,Y,SBrkr,2071,0,0,2071,0.0,0.0,1,1,4,1,3.0,9,8.0,1,3,Attchd,1956.0,Unf,1.0,336.0,3,3.0,2,131,28,0,0,0,0,0.0,None,None,0,Oct,2009,WD,Normal,
1848,SC20,RL,,9000,2,None,4,Lvl,4.0,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,2,2,1947,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Slab,0.0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,N,SBrkr,660,0,0,660,0.0,0.0,1,0,2,1,2.0,5,6.0,0,0,None,1947.0,None,0.0,0.0,0,0.0,0,0,0,100,0,0,0,0.0,None,None,0,Jun,2009,WD,Normal,
1849,SC20,RL,,15635,2,None,3,Lvl,4.0,CulDSac,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,0.0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,1383,0,0,1383,0.0,0.0,1,0,2,1,3.0,6,5.0,0,0,Attchd,1980.0,Unf,2.0,498.0,2,3.0,2,0,0,90,0,110,0,0.0,None,None,0,Oct,2009,WD,Normal,
1850,SC20,RL,68.0,9571,2,None,4,Lvl,4.0,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3,No,3,257.0,0,0.0,816.0,1073.0,GasA,3,Y,FuseA,1073,0,0,1073,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Attchd,1956.0,Unf,1.0,340.0,3,3.0,2,0,0,0,0,0,0,0.0,GdPrv,None,0,Feb,2009,WD,Normal,
1851,SC60,RL,50.0,9350,2,None,4,Bnk,4.0,Inside,3,Edwards,Norm,Norm,1Fam,2Story,6,7,1946,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3,No,4,342.0,0,0.0,405.0,747.0,GasA,5,Y,SBrkr,892,747,0,1639,0.0,0.0,1,1,3,1,4.0,6,8.0,1,4,Detchd,1946.0,Unf,1.0,240.0,3,3.0,2,0,50,0,0,0,0,0.0,None,None,0,Jul,2009,WD,Normal,
1852,SC20,RL,62.0,7440,2,None,4,Lvl,4.0,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4.0,3,No,4,173.0,0,0.0,916.0,1089.0,GasW,3,Y,SBrkr,1089,0,0,1089,0.0,0.0,1,0,3,1,3.0,5,8.0,1,4,Detchd,1954.0,RFn,1.0,252.0,3,3.0,1,328,0,0,0,0,0,0.0,MnPrv,None,0,Sep,2009,WD,Normal,
1853,SC120,RL,42.0,4235,2,None,4,Lvl,4.0,Inside,3,Edwards,Norm,Norm,TwnhsE,1Story,5,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,149.0,4,3,CBlock,4.0,3,1,6,552.0,5,393.0,104.0,1049.0,GasA,3,Y,SBrkr,1049,0,0,1049,1.0,0.0,2,0,2,1,4.0,5,8.0,0,0,Attchd,1984.0,Fin,1.0,266.0,3,3.0,2,0,105,0,0,0,0,0.0,None,None,0,Feb,2009,WD,Normal,
1854,SC80,RL,74.0,10778,2,None,3,Lvl,4.0,Inside,3,SawyerW,Feedr,Norm,1Fam,SLvl,7,6,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4.0,3,No,6,460.0,5,286.0,308.0,1054.0,GasA,4,Y,SBrkr,1061,0,0,1061,1.0,0.0,1,1,1,1,4.0,4,8.0,0,0,Attchd,1990.0,Unf,2.0,462.0,3,3.0,2,114,36,0,0,0,0,0.0,None,None,0,Jul,2009,WD,Normal,
1855,SC80,RL,66.0,19255,2,None,3,Lvl,4.0,Inside,3,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,4,3,CBlock,4.0,3,2,3,70.0,6,450.0,0.0,520.0,GasA,4,Y,SBrkr,1338,0,0,1338,0.0,0.0,1,1,2,1,4.0,5,6.0,1,1,Attchd,1983.0,Unf,2.0,576.0,3,3.0,2,0,0,0,0,0,0,0.0,None,Shed,600,Sep,2009,WD,Normal,
1856,SC60,RL,85.0,10560,2,None,4,Lvl,4.0,Corner,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4.0,4,No,6,474.0,0,0.0,605.0,1079.0,GasA,5,Y,SBrkr,1079,800,0,1879,0.0,0.0,2,1,3,1,4.0,8,8.0,1,3,Attchd,1993.0,RFn,2.0,473.0,3,3.0,2,400,100,144,0,0,0,0.0,MnPrv,None,0,Aug,2009,WD,Normal,
1857,SC70,RL,120.0,26400,2,None,4,Bnk,4.0,FR2,3,SawyerW,Feedr,Norm,1Fam,2Story,5,7,1880,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,0.0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,Y,SBrkr,1288,728,0,2016,0.0,0.0,1,0,4,1,3.0,7,5.0,1,3,Attchd,1900.0,Unf,2.0,576.0,3,3.0,1,0,0,0,0,0,0,0.0,None,None,0,Jun,2009,WD,Normal,
1858,SC90,RL,64.0,7018,2,None,4,Lvl,4.0,Inside,3,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0.0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,1114,1114,0,2228,0.0,0.0,2,0,6,2,3.0,8,8.0,0,0,Detchd,1979.0,Unf,2.0,720.0,3,3.0,2,73,0,0,0,0,0,0.0,None,None,0,Jun,2009,WD,Alloca,
1859,SC90,RL,64.0,7018,2,None,4,Bnk,4.0,Inside,3,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0.0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,1535,0,0,1535,0.0,0.0,2,0,4,2,3.0,8,8.0,0,0,Attchd,1979.0,Unf,2.0,400.0,3,3.0,2,0,0,0,0,0,0,0.0,GdPrv,None,0,Jun,2009,WD,Alloca,
1860,SC90,RL,64.0,7040,2,None,4,Lvl,4.0,Inside,3,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,BrkFace,216.0,3,3,CBlock,4.0,3,2,6,1094.0,0,0.0,0.0,1094.0,GasA,3,Y,SBrkr,1229,0,0,1229,0.0,0.0,0,2,2,2,4.0,6,8.0,2,3,Detchd,1979.0,Unf,2.0,672.0,3,3.0,2,120,0,0,0,0,0,0.0,None,None,0,Jun,2009,WD,Alloca,
1861,SC90,RL,64.0,7007,2,None,4,Bnk,4.0,Inside,3,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0.0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,1513,0,0,1513,0.0,0.0,2,0,4,2,3.0,8,8.0,0,0,Attchd,1979.0,Unf,2.0,400.0,3,3.0,2,0,0,0,0,0,0,0.0,None,None,0,Jun,2009,WD,Alloca,
1862,SC90,RL,,11855,2,None,4,Lvl,4.0,Inside,3,SawyerW,Norm,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,3,3,PConc,5.0,3,No,6,820.0,0,0.0,348.0,1168.0,GasA,5,Y,SBrkr,1168,1619,0,2787,0.0,0.0,4,2,6,2,3.0,8,8.0,2,3,BuiltIn,2000.0,Fin,4.0,820.0,3,3.0,2,312,0,0,0,0,0,0.0,None,None,0,Oct,2009,WD,Normal,
1863,SC90,RL,,7939,2,None,4,Lvl,4.0,Inside,3,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,3,3,PConc,5.0,3,No,6,820.0,0,0.0,348.0,1168.0,GasA,5,Y,SBrkr,1168,1619,0,2787,0.0,0.0,4,2,6,2,3.0,8,8.0,2,3,BuiltIn,2000.0,Fin,4.0,820.0,3,3.0,2,312,0,0,0,0,0,0.0,None,None,0,Oct,2009,WD,Normal,
1864,SC90,RL,,7976,2,None,4,Lvl,4.0,Inside,3,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,3,3,PConc,5.0,3,No,6,820.0,0,0.0,348.0,1168.0,GasA,5,Y,SBrkr,1168,1619,0,2787,0.0,0.0,4,2,6,2,3.0,8,8.0,2,3,BuiltIn,2000.0,Fin,4.0,820.0,3,3.0,2,312,0,0,0,0,0,0.0,None,None,0,Oct,2009,WD,Normal,
1865,SC20,RL,84.0,10933,2,None,4,Lvl,4.0,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,242.0,5,3,PConc,5.0,3,3,6,1021.0,0,0.0,534.0,1555.0,GasA,5,Y,SBrkr,1680,0,0,1680,0.0,0.0,1,1,1,1,5.0,8,8.0,1,4,Attchd,2009.0,Fin,3.0,1138.0,3,3.0,2,185,24,0,0,0,0,0.0,None,None,0,Jul,2009,New,Partial,
1866,SC20,RL,65.0,10816,2,None,3,Lvl,4.0,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,364.0,5,3,PConc,5.0,3,3,6,1104.0,0,0.0,616.0,1720.0,GasA,5,Y,SBrkr,1720,0,0,1720,0.0,0.0,2,0,3,1,5.0,8,8.0,1,4,Attchd,2008.0,RFn,3.0,846.0,3,3.0,2,208,104,0,0,0,0,0.0,None,None,0,Nov,2009,WD,Normal,
1867,SC20,RL,71.0,9178,2,None,4,Lvl,4.0,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,2,1,0.0,0,0.0,1468.0,1468.0,GasA,5,Y,SBrkr,1468,0,0,1468,0.0,0.0,2,0,3,1,4.0,6,8.0,1,4,Attchd,2008.0,RFn,3.0,904.0,3,3.0,2,192,142,0,0,0,0,0.0,None,None,0,Jun,2009,WD,Normal,
1868,SC20,RL,77.0,11422,2,None,3,Lvl,4.0,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,352.0,4,3,PConc,5.0,3,2,6,1359.0,0,0.0,479.0,1838.0,GasA,5,Y,SBrkr,1838,0,0,1838,0.0,0.0,2,0,3,1,4.0,7,8.0,2,4,Attchd,2007.0,RFn,2.0,524.0,3,3.0,2,154,222,0,0,0,0,0.0,None,None,0,Apr,2009,WD,Normal,
1869,SC20,RL,64.0,6762,2,None,4,Lvl,4.0,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,2,6,902.0,0,0.0,380.0,1282.0,GasA,5,Y,SBrkr,1290,0,0,1290,0.0,0.0,2,0,2,1,4.0,6,8.0,1,4,Attchd,2007.0,RFn,2.0,662.0,3,3.0,2,168,0,0,0,0,0,0.0,None,None,0,May,2009,WD,Normal,
1870,SC20,RL,95.0,10324,2,None,3,Lvl,4.0,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,4,3,PConc,4.0,3,2,6,872.0,0,0.0,382.0,1254.0,GasA,5,Y,SBrkr,1254,0,0,1254,0.0,0.0,2,0,2,1,4.0,5,8.0,0,0,Attchd,2008.0,RFn,3.0,810.0,3,3.0,2,168,92,0,0,0,0,0.0,None,None,0,Mar,2009,WD,Normal,
1871,SC20,RL,78.0,11645,2,None,4,Lvl,4.0,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,5.0,3,3,6,24.0,0,0.0,1474.0,1498.0,GasA,5,Y,SBrkr,1498,0,0,1498,0.0,0.0,2,0,3,1,4.0,7,8.0,1,4,Attchd,2005.0,Fin,3.0,844.0,3,3.0,2,144,98,0,0,0,0,0.0,None,None,0,Mar,2009,WD,Normal,
1872,SC60,RL,79.0,11646,2,None,3,Lvl,4.0,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,2,1,0.0,0,0.0,704.0,704.0,GasA,5,Y,SBrkr,704,718,0,1422,0.0,0.0,2,1,3,1,4.0,7,8.0,1,4,Attchd,2005.0,Fin,2.0,440.0,3,3.0,2,36,28,0,0,0,0,0.0,None,None,0,Jul,2009,WD,Normal,
